source,destination,weight,alpha_out,alpha_in
KH,IL,0.06071571105494213,0.3239,0.0402
KH,IN,0.0028468804044166555,0.95,0.9567
KH,KR,0.005001995476918984,0.9137,0.5175
KH,NL,0.003272582147133165,0.9427,0.9246
KH,RU,0.024344818411600373,0.6417,0.7316
KH,SG,0.03698283889849674,0.5075,0.1344
KH,TH,0.059465212185712386,0.3317,0.0
KH,US,0.4354396700811494,0.0,0.3931
KH,VN,0.0037781029666090196,0.9341,0.4319
KN,DE,1.0,,0.0
KR,AR,0.00043439188583537696,0.9811,0.9801
KR,AT,0.004169242756113089,0.8321,0.5425
KR,AU,0.014957790439241446,0.5152,0.7378
KR,BE,0.0014709566504478373,0.9373,0.8838
KR,BR,0.003691181844717542,0.8498,0.7735
KR,CA,0.029205384620688547,0.2714,0.3808
KR,CH,0.01048056613444084,0.629,0.5687
KR,CN,0.09421477346118398,0.0129,0.0475
KR,CZ,0.000786042460083063,0.966,0.9172
KR,DE,0.05024466146162527,0.1035,0.5874
KR,EC,0.0003263685068181139,0.9857,0.8889
KR,EE,0.00039761796957418105,0.9827,0.865
KR,ES,0.0037578345679409593,0.8473,0.8866
KR,FI,0.0012687001110112596,0.9457,0.9376
KR,FR,0.023195147681749337,0.3561,0.7515
KR,GB,0.023277888993337027,0.3548,0.7607
KR,HK,0.061577922779372594,0.061,0.0779
KR,HN,0.00028729622079059326,0.9874,0.9417
KR,ID,0.00048265765092819665,0.979,0.8582
KR,IE,0.00026890926265999527,0.9882,0.9276
KR,IL,0.0024684491290327772,0.897,0.8797
KR,IN,0.028738815558124624,0.2772,0.6394
KR,IT,0.0003355619858834129,0.9853,0.9874
KR,JP,0.06328101477621922,0.0563,0.0185
KR,KZ,0.00028269948125794373,0.9876,0.9183
KR,LK,0.0003148766579864902,0.9862,0.7511
KR,MY,0.0010963223785369037,0.9529,0.8824
KR,NL,0.01202966735694372,0.5871,0.7494
KR,NO,0.00048265765092819665,0.979,0.9728
KR,NZ,0.0022317170431013283,0.9064,0.5641
KR,PE,0.001022774546014512,0.956,0.8594
KR,PH,0.0017835349386680027,0.9245,0.4144
KR,PK,0.005587336901935457,0.7815,0.3054
KR,PL,0.0032062258240230204,0.8682,0.7689
KR,RU,0.020147509371602722,0.4084,0.7722
KR,SE,0.003220016042620969,0.8677,0.73
KR,SG,0.016791889512768592,0.4747,0.405
KR,SI,0.00028729622079059326,0.9874,0.918
KR,SK,0.00031257828822016544,0.9863,0.9224
KR,TH,0.005895318450622973,0.7709,0.184
KR,TW,0.0059091086692209215,0.7705,0.2974
KR,UA,0.0028522768800090096,0.8819,0.8457
KR,US,0.49151786637737854,0.0,0.3484
KR,UZ,0.000416004927704779,0.9819,0.7524
KR,VN,0.00529314557184589,0.7917,0.3071
KW,AE,0.013319031018146063,0.8863,0.2256
KW,BE,0.02869401984446232,0.7695,0.0867
KW,DE,0.03530884061857513,0.7236,0.6882
KW,EG,0.010816125860373648,0.9068,0.2585
KW,ES,0.10977026906230446,0.3512,0.028
KW,IN,0.2982926611245195,0.0412,0.0089
KW,IQ,0.011710020559578082,0.8994,0.1002
KW,JO,0.010816125860373648,0.9068,0.2654
KW,PK,0.04031465093411996,0.6905,0.0001
KW,US,0.44095825511754716,0.0053,0.3884
KY,AU,0.051542441080666794,0.8996,0.3493
KY,DE,0.012454493197930638,0.9752,0.8766
KY,US,0.9360030657214026,0.0041,0.1335
KZ,AE,0.0008487972776190069,0.9699,0.9105
KZ,AM,0.006860462399838028,0.7805,0.1399
KZ,AT,0.0009656042424289619,0.9658,0.8684
KZ,AU,0.010660582321655232,0.6799,0.8053
KZ,BR,0.0007865002297203641,0.9721,0.9468
KZ,BY,0.019195277883769284,0.4977,0.0701
KZ,CA,0.02906157284471682,0.3459,0.3827
KZ,CH,0.0023595006891610924,0.9185,0.8809
KZ,CN,0.0008721586705809979,0.9691,0.9729
KZ,CY,0.011369211241502293,0.6626,0.0038
KZ,CZ,0.0013160251368588272,0.9537,0.8652
KZ,DE,0.052905767927922315,0.1413,0.5711
KZ,EE,0.007740408201406356,0.756,0.0551
KZ,ES,0.002748857238527609,0.9057,0.9157
KZ,FR,0.0027332829765529484,0.9062,0.9669
KZ,GB,0.012358176876893246,0.6391,0.8649
KZ,GE,0.010053186104643466,0.6951,0.0396
KZ,HK,0.0014639806256181035,0.9486,0.9421
KZ,IN,0.012521706627627183,0.6353,0.8231
KZ,IT,0.004064882375386436,0.8636,0.8572
KZ,JP,0.0008643715395936676,0.9693,0.9484
KZ,KE,0.0008721586705809979,0.9691,0.9857
KZ,KG,0.004571045889562909,0.8479,0.0011
KZ,KR,0.002055802580655209,0.9286,0.7636
KZ,MD,0.014927930102712258,0.5819,0.0227
KZ,ME,0.001985718401769236,0.9309,0.1852
KZ,NL,0.006011665122219021,0.8049,0.8658
KZ,PK,0.010131057414516769,0.6931,0.1146
KZ,PL,0.0018611243059719507,0.9351,0.8586
KZ,PT,0.002709921583590958,0.9069,0.7833
KZ,RU,0.5765202426470015,0.0,0.0005
KZ,SE,0.0008410101466316765,0.9702,0.9212
KZ,SG,0.00759245271264708,0.76,0.6655
KZ,TR,0.004960402438929425,0.8361,0.6473
KZ,UA,0.029591097751855283,0.3391,0.1727
KZ,US,0.13839289190683476,0.0047,0.7436
KZ,UZ,0.005225164892498657,0.8281,0.0197
LA,AU,0.03784198414727691,0.857,0.4625
LA,ES,0.034773715162362565,0.868,0.3265
LA,IT,0.042188698542572234,0.8416,0.1993
LA,KR,0.03119406801329583,0.8809,0.0143
LA,US,0.8540015341344924,0.0005,0.1594
LB,AE,0.003349983549187928,0.9382,0.69
LB,AU,0.007507552418269375,0.8666,0.8586
LB,BE,0.01962133221667215,0.6863,0.1894
LB,BR,0.004217390003888374,0.9228,0.7456
LB,CA,0.035832859749349445,0.4999,0.3055
LB,CH,0.00936200759728412,0.8363,0.6041
LB,DE,0.12903418777854217,0.0724,0.2539
LB,DK,0.06254299644064248,0.2931,0.0896
LB,FR,0.054556874943917685,0.3444,0.5101
LB,GB,0.07534471928932492,0.2257,0.4118
LB,HU,0.00927227589507373,0.8378,0.3922
LB,IN,0.07468668680644872,0.2288,0.3118
LB,IQ,0.012113779798402776,0.7933,0.0914
LB,JO,0.023748990518350135,0.6334,0.049
LB,NL,0.005683007806658092,0.8974,0.8727
LB,PL,0.02362934824873628,0.6349,0.1413
LB,RU,0.004725869649747256,0.9139,0.9412
LB,SA,0.01157538958514043,0.8015,0.6267
LB,TR,0.03981096521401011,0.4621,0.0284
LB,US,0.39338378249035383,0.0001,0.4303
LC,RO,0.19717444717444718,0.8028,0.0
LC,US,0.8028255528255528,0.1972,0.1781
LI,CH,0.0828937452901281,0.8411,0.0105
LI,DE,0.4506405425772419,0.3018,0.0078
LI,US,0.46646571213263,0.2847,0.3677
LK,AE,0.010011959678797198,0.7394,0.3276
LK,AR,0.0030525656358562562,0.9124,0.8679
LK,AU,0.051244376103422744,0.2064,0.3514
LK,BR,0.003553733128310268,0.8987,0.7809
LK,BY,0.001606014009909448,0.9529,0.8048
LK,CA,0.026698559143459196,0.444,0.4139
LK,CN,0.004009339939632098,0.8865,0.8811
LK,DE,0.023144826015148928,0.4953,0.7829
LK,EE,0.007050515405205308,0.8088,0.0719
LK,ES,0.0036562446608576797,0.8959,0.8895
LK,FR,0.024614157981661826,0.4735,0.7385
LK,GB,0.039888376331226154,0.2949,0.6256
LK,GE,0.010000569508514152,0.7397,0.0403
LK,HK,0.0012187482202858932,0.9641,0.9515
LK,ID,0.0053192095221823565,0.8521,0.1806
LK,IL,0.004624409134916567,0.8702,0.7863
LK,IN,0.157412153311692,0.0059,0.0847
LK,JP,0.004191582664160829,0.8816,0.7733
LK,NL,0.021197106896748107,0.5258,0.6012
LK,NO,0.07179224329403724,0.107,0.0147
LK,NP,0.0023577652485904663,0.9316,0.1947
LK,NZ,0.003690415171706817,0.895,0.3866
LK,PK,0.0016287943504755397,0.9523,0.7092
LK,PT,0.0019249387778347287,0.9438,0.8408
LK,RS,0.0015490631584942195,0.9546,0.885
LK,RU,0.0727034569166809,0.1039,0.3921
LK,SE,0.014875562389657725,0.6379,0.2311
LK,SG,0.04613018964633521,0.2425,0.0811
LK,UA,0.0034170510849137197,0.9024,0.818
LK,US,0.36571558744803234,0.0,0.4566
LK,VE,0.011720485221254058,0.7021,0.4588
LR,KE,1.0,,0.0
LS,BW,0.774294670846395,0.2257,0.0
LS,ZA,0.22570532915360503,0.7743,0.0001
LT,AE,0.0005900811475934752,0.9772,0.9369
LT,AR,0.007067250953735808,0.7584,0.7201
LT,AT,0.001944065796335093,0.9269,0.7524
LT,AU,0.0028955144684237972,0.8931,0.9429
LT,BE,0.008704840495119251,0.7111,0.48
LT,BR,0.0019532143412590228,0.9266,0.873
LT,BY,0.033748982224377215,0.2621,0.0085
LT,CA,0.0031791193610656225,0.8832,0.9006
LT,CH,0.014669691785521513,0.5619,0.4534
LT,CY,0.0008416661330015461,0.9677,0.6823
LT,DE,0.10438947185450154,0.0136,0.3303
LT,DK,0.02751424885871902,0.3369,0.3502
LT,EE,0.003700586421729624,0.8654,0.2553
LT,ES,0.0038240917782026767,0.8612,0.8847
LT,FI,0.004240350572241485,0.8473,0.8061
LT,FR,0.025089884453877612,0.3712,0.7341
LT,GB,0.08244211258199384,0.0349,0.3786
LT,GR,0.000484872880968282,0.9813,0.7943
LT,HK,0.0005900811475934752,0.9772,0.9762
LT,IL,0.05817559717126991,0.0966,0.0461
LT,IN,0.011138353444884591,0.6461,0.841
LT,IT,0.01089591700440045,0.6523,0.6612
LT,KZ,0.0008553889503874408,0.9672,0.7715
LT,LV,0.009134822106543955,0.6991,0.0058
LT,NG,0.0005534869678977558,0.9786,0.989
LT,NL,0.015639437547458078,0.5408,0.6871
LT,NO,0.0027354149322550247,0.8987,0.8551
LT,PK,0.004405024380872222,0.8418,0.3933
LT,PL,0.013818877107596036,0.5812,0.3202
LT,PT,0.000727309321452423,0.972,0.9366
LT,RO,0.0005351898780498962,0.9793,0.9517
LT,RU,0.06789135188048341,0.0644,0.4173
LT,SE,0.009313218732560587,0.6943,0.401
LT,SG,0.0011252710256433715,0.957,0.9416
LT,TR,0.022267558344845253,0.4155,0.1392
LT,UA,0.02997520744325615,0.3052,0.1688
LT,US,0.4097404557805081,0.0,0.4154
LT,VG,0.0006312495997511596,0.9757,
LT,VN,0.0013082419241219683,0.9502,0.749
LT,ZA,0.0012624991995023192,0.9519,0.9539
LU,AT,0.005733265634255733,0.8416,0.4306
LU,AU,0.0014703393416264704,0.9568,0.9706
LU,BE,0.11270838622323771,0.0277,0.0
LU,BG,0.005976559194380977,0.8354,0.7924
LU,BR,0.0014597613607514597,0.9571,0.9035
LU,CA,0.01371964119488872,0.6607,0.6361
LU,CH,0.05377845476855378,0.1905,0.0533
LU,CN,0.004633155623254634,0.87,0.864
LU,DE,0.15871202504865872,0.0056,0.1849
LU,ES,0.006854531607006854,0.8136,0.8028
LU,FR,0.12308538546162308,0.0194,0.2179
LU,GB,0.11702420242024203,0.0239,0.2514
LU,GR,0.0049716510112549715,0.8611,0.0893
LU,HK,0.0017665228061267664,0.9483,0.9305
LU,HR,0.002464669543877465,0.9286,0.3227
LU,IN,0.0013222476093763223,0.9611,0.9797
LU,IT,0.0061775408310061775,0.8304,0.7911
LU,JP,0.0025598713717525597,0.926,0.8548
LU,LV,0.0015761191503765762,0.9538,0.4354
LU,MD,0.01227045781501227,0.6905,0.0469
LU,NL,0.02912118134890412,0.4121,0.4967
LU,NO,0.0015655411695015655,0.9541,0.9143
LU,NZ,0.004887027164254887,0.8633,0.2828
LU,PL,0.005648641787255649,0.8437,0.629
LU,PT,0.0011953118388761954,0.9648,0.898
LU,RO,0.002803164931877803,0.9192,0.7712
LU,RU,0.019495218752644494,0.554,0.7787
LU,SE,0.0027925869510027927,0.9195,0.7612
LU,TR,0.0040513666751290514,0.8853,0.7011
LU,UA,0.005564017940255564,0.8459,0.7209
LU,US,0.2846111534230346,0.0,0.5435
LV,AE,0.0010538333186967594,0.9628,0.89
LV,AT,0.0015002488217558034,0.9474,0.803
LV,AU,0.0014856122478850151,0.9479,0.9703
LV,BE,0.010560288047773777,0.6824,0.4101
LV,BG,0.004273879570270191,0.8571,0.8468
LV,BR,0.002019847194168789,0.9298,0.8689
LV,BY,0.027114253095635373,0.3717,0.0225
LV,CA,0.006388864494599104,0.7939,0.8102
LV,CH,0.007779339012323995,0.7549,0.6579
LV,CO,0.003768917771727994,0.8729,0.7525
LV,CZ,0.05258189163080706,0.1431,0.0024
LV,DE,0.06993354995462663,0.0735,0.4766
LV,DK,0.0027516758877082054,0.9056,0.9011
LV,EE,0.013033869031937003,0.6236,0.0069
LV,EG,0.004339744152688739,0.8551,0.5836
LV,ES,0.005496033488481016,0.82,0.8386
LV,FI,0.057075319809139075,0.1206,0.0515
LV,FR,0.011292116741313193,0.6644,0.8702
LV,GB,0.08279909838704956,0.0445,0.3771
LV,GR,0.001127016188050701,0.9602,0.5845
LV,ID,0.006571821667983958,0.7887,0.1196
LV,IE,0.0064913205116946225,0.791,0.1583
LV,IL,0.008313573958607769,0.7404,0.6488
LV,IN,0.046441848892011355,0.1805,0.4851
LV,IR,0.0010831064664383362,0.9617,0.8856
LV,IT,0.002415034688680074,0.9166,0.9125
LV,JP,0.0009806504493428177,0.9653,0.9417
LV,LT,0.01594654723222388,0.5606,0.0036
LV,NL,0.053203946020315564,0.1397,0.2775
LV,NO,0.014563391001434384,0.5897,0.4329
LV,NZ,0.0008050115628933579,0.9714,0.8141
LV,PL,0.015522086589971019,0.5694,0.278
LV,RU,0.11080618248880302,0.0146,0.2391
LV,SE,0.004083604109949943,0.863,0.6708
LV,TR,0.05950499107168994,0.1099,0.0046
LV,UA,0.050547407862767485,0.1545,0.0487
LV,US,0.2363440765785545,0.0001,0.6028
LY,US,1.0,,0.1163
MA,AM,0.008703804588818082,0.7693,0.0809
MA,AU,0.0033573627598788816,0.904,0.9341
MA,BE,0.006436001064220648,0.8239,0.5816
MA,BR,0.0013429451039515526,0.9605,0.9108
MA,CA,0.0422774321876069,0.2736,0.2465
MA,CH,0.004510268462327856,0.8732,0.7847
MA,CN,0.005916560033446935,0.8369,0.8296
MA,CO,0.0013809529842520683,0.9594,0.9012
MA,DE,0.10890524635441082,0.0315,0.3148
MA,DK,0.010844915179080462,0.721,0.6628
MA,DO,0.0014316301579860892,0.9579,0.185
MA,EE,0.004269551887091257,0.8795,0.2063
MA,EG,0.006283969543018586,0.8277,0.4577
MA,ES,0.015785939618147497,0.6204,0.6026
MA,ET,0.0012795986367840266,0.9623,0.9632
MA,FR,0.2335204165663681,0.0003,0.0546
MA,GB,0.0464202911403631,0.2403,0.5793
MA,GR,0.001963740482193308,0.9427,0.3908
MA,HK,0.0013809529842520683,0.9594,0.9453
MA,IL,0.0015076459185871204,0.9557,0.9247
MA,IN,0.04672435418276723,0.238,0.483
MA,IT,0.0046369613966629085,0.8699,0.8388
MA,KE,0.007842292635339728,0.7896,0.8786
MA,NG,0.012187860283032015,0.6922,0.783
MA,NL,0.011415033383588197,0.7086,0.7605
MA,NO,0.0016216695594886673,0.9525,0.9114
MA,PT,0.014975104838403162,0.6359,0.2565
MA,RO,0.0013936222776855735,0.959,0.879
MA,SE,0.0032813469992778502,0.9061,0.7256
MA,UA,0.008779820349419112,0.7675,0.5963
MA,US,0.3796227084415502,0.0,0.4432
MC,AR,0.03864194773285683,0.8542,0.1632
MC,FR,0.24391333482242572,0.3268,0.0479
MC,GB,0.35537190082644626,0.1727,0.0144
MC,RU,0.201250837614474,0.407,0.0732
MC,US,0.1608219790037972,0.4959,0.7087
MD,AR,0.0037499848790932297,0.9172,0.8402
MD,BE,0.023201519348712302,0.5828,0.1392
MD,BG,0.0032298256861867493,0.9283,0.8819
MD,BR,0.0016330579312180192,0.9631,0.8926
MD,BY,0.00267337631703098,0.9403,0.6963
MD,CA,0.018882988375046875,0.645,0.5362
MD,DE,0.08784641997411301,0.1207,0.3939
MD,DK,0.020455562679182745,0.6217,0.4592
MD,ES,0.004814496715739049,0.8949,0.8571
MD,FI,0.03489905282639989,0.4417,0.1658
MD,FR,0.001645154656634449,0.9628,0.98
MD,GB,0.08383030713585832,0.1335,0.3725
MD,HK,0.0015846710295523002,0.9642,0.9375
MD,HU,0.0013669299720565644,0.969,0.872
MD,IL,0.010499957661461043,0.7844,0.5788
MD,IN,0.06593925024495868,0.2083,0.3576
MD,NL,0.06407635453082851,0.218,0.2131
MD,PL,0.009435445824815222,0.8041,0.4603
MD,PT,0.012991883097245575,0.7402,0.3076
MD,RO,0.0818706376183967,0.1402,0.0003
MD,RU,0.0897093156882432,0.1151,0.3146
MD,SE,0.004173370268668272,0.9083,0.6649
MD,UA,0.060665077963395306,0.2371,0.0262
