source,destination,weight,alpha_out,alpha_in
SG,FI,5.594711379601839,0.4871,0.4853
SG,FR,9.723523215315852,0.2849,0.3078
SG,GB,10.247821660640062,0.2661,0.3082
SG,GE,4.969813299576001,0.5281,0.4615
SG,HK,12.011965915589002,0.2112,0.2069
SG,ID,10.765491038936457,0.2487,0.2065
SG,IE,4.852030263919617,0.5362,0.5113
SG,IL,8.243282523048375,0.3455,0.3486
SG,IN,10.950560902613532,0.2427,0.2646
SG,IR,5.4116460518550396,0.4988,0.4542
SG,IT,6.558197802812269,0.43,0.4281
SG,JP,10.423560289658782,0.26,0.2703
SG,KE,4.736198448394496,0.5442,0.476
SG,KH,6.4457198193855785,0.4363,0.3786
SG,KR,8.90354343566472,0.3171,0.2953
SG,LK,8.675222055641148,0.3266,0.2614
SG,MA,4.7535901911063645,0.543,0.4593
SG,MM,8.427706024914702,0.3373,0.249
SG,MX,4.852030263919617,0.5362,0.5094
SG,MY,9.500768670095988,0.2933,0.2574
SG,NG,5.521460917862246,0.4917,0.4463
SG,NL,8.752897524775305,0.3233,0.3405
SG,NO,6.089044875446846,0.4569,0.4437
SG,NP,5.84354441703136,0.4717,0.4083
SG,NZ,7.6984827878809465,0.3709,0.3481
SG,PH,8.724044745953469,0.3246,0.2862
SG,PK,7.651595573857601,0.3731,0.3215
SG,PL,8.100464891029363,0.352,0.3655
SG,PT,7.478169694159785,0.3816,0.3528
SG,RO,6.35088571671474,0.4417,0.4202
SG,RS,5.4510384535657,0.4962,0.4605
SG,RU,9.695171035465087,0.286,0.3271
SG,SA,5.262690188904886,0.5085,0.4389
SG,SE,8.273336598504486,0.3442,0.3479
SG,SI,6.054439346269371,0.459,0.4138
SG,SK,4.770684624465665,0.5418,0.5142
SG,TH,9.35668926831132,0.2989,0.2564
SG,TR,7.8713112033234065,0.3626,0.3354
SG,TW,9.494240301132503,0.2936,0.2822
SG,TZ,6.4425401664681985,0.4365,0.3289
SG,UA,8.748304912379623,0.3235,0.3434
SG,US,13.467442751826683,0.1745,0.2494
SG,UY,4.955827057601261,0.529,0.4703
SG,VE,6.4692503167957724,0.435,0.3984
SG,VN,10.247715351173103,0.2661,0.2368
SG,ZA,7.554858521040676,0.3778,0.3479
SI,AR,7.303843225277705,0.3477,0.3785
SI,AT,8.111928063310739,0.3088,0.3303
SI,BA,4.663439094112067,0.5111,0.5052
SI,BR,6.180016653652572,0.4099,0.4295
SI,CA,8.06211758275474,0.3111,0.3707
SI,CH,7.388946097618437,0.3434,0.3835
SI,CN,6.222576268071369,0.4073,0.4641
SI,CZ,7.269616749608169,0.3495,0.3888
SI,DE,9.500918247539989,0.2516,0.3445
SI,DK,4.859812404361672,0.4968,0.5267
SI,ES,7.243512974665482,0.3508,0.4066
SI,FI,6.343880434126331,0.4002,0.4402
SI,FR,7.698029170272805,0.3282,0.3938
SI,GB,8.929700114313448,0.2737,0.3588
SI,GR,5.2832037287379885,0.4671,0.4775
SI,HK,5.953243334287785,0.4237,0.46
SI,HR,6.455198563340122,0.3937,0.3749
